# Created At: Mon Aug 05 2024 18:30:13 GMT+0200 (centraleuropeisk sommartid)
# We regularly expand our single cell data corpus to improve results. Downloaded data and figures may differ in the future.
# Link Generated: https://cellxgene.cziscience.com/gene-expression?tissues=UBERON%3A0002369&genes=AIF1%2CCST3%2CHLA-DRA%2CHLA-DPA1%2CLYZ%2CHLA-DQB1%2CLST1%2CSAT1%2CHLA-DPB1%2CPSAP%2CCD74%2CTYROBP%2CHLA-DRB1%2CCPVL%2CHLA-DQA1%2CCTSS%2CMS4A6A%2CCALHM6%2CFGL2%2CCSTA%2CGPR183%2CSPI1%2CJAML%2CHLA-DMB%2CRNASE6%2CC1QB%2CNPC2%2CC1QA%2CCD163%2CC1QC%2CMS4A7%2CCTSB%2CGRN%2CC5AR1%2CVSIG4%2CCD14%2CMS4A4A%2CFCER1G%2CPLAUR%2CMAFB%2CLAPTM5%2CLIPA%2CFCGR3A%2CAPOC1%2CCSF1R%2CMPO%2CRETN%2CMS4A3%2CS100A9%2CPRTN3%2CS100A8%2CAZU1%2CPLAC8%2CDEFA4%2CS100P%2CMNDA%2CNUCB2%2CCTSG%2CSRGN%2CDEFA3%2CTREM2%2CCD3E%2CCD3D%2CZFP36L2%2CBTG1%2CCXCR4%2CHLA-B%2CGZMA%2CCD2%2CPTPRC%2CCCL5%2CCST7%2CHLA-C%2CDUSP2%2CCD7%2CIL2RG%2CCYTIP%2CNKG7%2CGZMH%2CHLA-A%2CTNFAIP3%2CLCK%2CCD8A%2CIL32%2CCD3G%2CTRBC2%2CFLT1%2CLDB2%2CEMCN%2CPLVAP%2CCALCRL%2CPTPRB%2CEPAS1%2CKDR%2CST6GALNAC3%2CTGFBR2%2CHSPG2%2CRAMP2%2CEFNB2%2CPRCP%2CCDH5%2CCHRM3%2CA2M%2CEGFL7%2CKIAA1217%2CBTNL9%2CARHGAP29%2CENG%2CPTPRG%2CRASAL2%2CSEC14L1%2CCOL3A1%2CCOL1A2%2CCOL1A1%2CDCN%2CLUM%2CGPC3%2CPOSTN%2CFSTL1%2CMEST%2CSPARC%2CISLR%2COGN%2CCXCL12%2CCOL5A2%2CCOL5A1%2CPCOLCE%2CPLAC9%2CMGP%2CFBN1%2COLFML3%2CSERPINH1%2CCOL12A1%2CCRABP2%2CSULT1E1%2CPRSS35%2CNRXN1%2CNKAIN3%2CNRXN3%2CDST%2CPTPRZ1%2COLFML2A%2CSLC35F1%2CGAS7%2CPLP1%2CLRRTM4%2CQKI%2CPCDH9%2CCDH19%2CSOX5%2CNLGN4X%2CMPZ%2CIL1RAPL1%2CSORCS1%2CNLGN1%2CZNF536%2CTIMP3%2CPARD3B%2CVCAN%2CNAALADL2%2CRBFOX1%2CRGS5_ENSG00000143248%2CSTMN2%2CCACNA2D3%2CCNTN1%2CKCNQ5%2CCNTNAP2%2CDPP6%2CMAP1B%2CCADM2%2CSYT1%2CDLC1%2CCADM1%2CALCAM%2CRBMS3%2CLINGO2%2CUNC5C%2CCHGB%2CBMPR1B%2CTENM3%2CEML5%2CSEMA6D%2CPLXNA4%2CSORBS2%2CCTNNA2%2CFAM155A%2CCHGA%2CCCSER1%2CFGF14%2CAGBL4%2CROBO1%2CMEG3%2CROBO2%2CLSAMP%2CSLC24A2%2CDGKB%2CRALYL%2CMGAT4C%2CCACNB2%2CMAGI2&ver=2
# Dataset Filter Values: No selection
# Disease Filter Values: No selection
# Self-Reported Ethnicity Filter Values: No selection
# Publication Filter Values: No selection
# Sex Filter Values: No selection
# Organism Filter Value: Homo sapiens
Tissue,Cell Type,Cell Count,Tissue Composition,Gene Symbol,Expression,"Expression, Scaled",Number of Cells Expressing Genes
adrenal gland,B cell,384,0.00%,C1QB,1.7438544034957886,0.06982170266540931,2
adrenal gland,B cell,384,0.05%,NPC2,1.867004996851871,0.09603921761287244,76
adrenal gland,B cell,384,0.00%,C1QA,2.561927080154419,0.2439810960058355,4
adrenal gland,B cell,384,0.00%,CD163,3.1147823333740234,0.3616783840989474,1
adrenal gland,B cell,384,0.00%,C1QC,2.443986511230469,0.2188727425305475,5
adrenal gland,B cell,384,0.01%,MS4A7,2.210237291124132,0.16910989929051484,9
adrenal gland,B cell,384,0.02%,CTSB,1.8383908127293442,0.08994754741058061,33
adrenal gland,B cell,384,0.03%,GRN,1.706605391068892,0.06189176490817343,44
adrenal gland,B cell,384,0.00%,C5AR1,3.1147823333740234,0.3616783840989474,1
adrenal gland,B cell,384,,VSIG4,,,
adrenal gland,B cell,384,0.00%,CD14,3.1147823333740234,0.3616783840989474,1
adrenal gland,B cell,384,0.00%,MS4A4A,1.969571828842163,0.11787465808894235,2
adrenal gland,B cell,384,0.01%,FCER1G,1.8246333258492606,0.08701871769008372,7
adrenal gland,B cell,384,0.00%,PLAUR,2.154201698303223,0.1571804887019333,5
adrenal gland,B cell,384,,MAFB,,,
adrenal gland,B cell,384,0.18%,LAPTM5,2.771609556908701,0.2886203731600367,255
adrenal gland,B cell,384,0.01%,LIPA,1.6900384691026475,0.05836483489146133,18
adrenal gland,B cell,384,,FCGR3A,,,
adrenal gland,B cell,384,0.00%,APOC1,2.300632953643799,0.18835422096781795,2
adrenal gland,B cell,384,,CSF1R,,,
adrenal gland,B cell,384,0.00%,MPO,2.3433618545532227,0.19745077152232782,1
adrenal gland,B cell,384,0.00%,RETN,1.6891748905181885,0.05818098775090473,1
adrenal gland,B cell,384,,MS4A3,,,
adrenal gland,B cell,384,0.00%,S100A9,2.248685598373413,0.17729515477765695,2
adrenal gland,B cell,384,,PRTN3,,,
adrenal gland,B cell,384,0.00%,S100A8,2.3329221407572427,0.19522826211303942,3
adrenal gland,B cell,384,,AZU1,,,
adrenal gland,B cell,384,0.07%,PLAC8,2.0560609550886255,0.13628731773081051,93
adrenal gland,B cell,384,,DEFA4,,,
adrenal gland,B cell,384,,S100P,,,
adrenal gland,B cell,384,0.01%,MNDA,1.7745532989501953,0.07635718681138777,16
adrenal gland,B cell,384,0.01%,NUCB2,1.6696398417154947,0.05402217357042275,15
adrenal gland,B cell,384,,CTSG,,,
adrenal gland,B cell,384,0.11%,SRGN,2.289404106140137,0.1859637129787998,160
adrenal gland,B cell,384,,DEFA3,,,
adrenal gland,B cell,384,0.00%,TREM2,1.5288169384002686,0.02404240268992986,1
adrenal gland,B cell,384,0.01%,CD3E,1.8648855686187744,0.09558801279227838,8
adrenal gland,B cell,384,0.00%,CD3D,1.6354928016662598,0.04675261433806178,3
adrenal gland,B cell,384,0.14%,ZFP36L2,2.731455218729548,0.28007192095426064,191
adrenal gland,B cell,384,0.18%,BTG1,3.31414794921875,0.40412130598001494,257
adrenal gland,B cell,384,0.22%,CXCR4,3.200197073129507,0.37986231773049794,312
adrenal gland,B cell,384,0.24%,HLA-B,3.4161516974954043,0.4258368716322885,340
adrenal gland,B cell,384,0.00%,GZMA,1.7794692993164063,0.07740375353567636,5
adrenal gland,B cell,384,0.00%,CD2,1.690733790397644,0.05851286175798361,4
adrenal gland,B cell,384,0.09%,PTPRC,1.994260311126709,0.12313058610102848,128
adrenal gland,B cell,384,0.02%,CCL5,1.961510009765625,0.11615837839931274,25
adrenal gland,B cell,384,0.00%,CST7,1.6863843599955242,0.057586912044929335,3
adrenal gland,B cell,384,0.23%,HLA-C,2.917035514925733,0.3195800878001154,324
adrenal gland,B cell,384,0.09%,DUSP2,2.4269806617914242,0.2152523692971575,129
adrenal gland,B cell,384,0.00%,CD7,1.6102354526519775,0.041375580356580496,2
adrenal gland,B cell,384,0.08%,IL2RG,2.082174056615585,0.14184653276137185,117
adrenal gland,B cell,384,0.10%,CYTIP,2.069559954214787,0.13916111802459086,138
adrenal gland,B cell,384,0.00%,NKG7,2.1056224505106607,0.14683845850598126,6
adrenal gland,B cell,384,0.00%,GZMH,1.9365676641464233,0.11084840545256919,4
adrenal gland,B cell,384,0.21%,HLA-A,2.927353532346961,0.3217766892828793,292
adrenal gland,B cell,384,0.03%,TNFAIP3,1.9450658849767737,0.11265759065886644,37
adrenal gland,B cell,384,0.01%,LCK,1.7042375292096819,0.06138767108291777,14
adrenal gland,B cell,384,0.00%,CD8A,1.806000550587972,0.08305198841486963,6
adrenal gland,B cell,384,0.01%,IL32,1.9793428693498885,0.11995481372264563,7
adrenal gland,B cell,384,0.00%,CD3G,2.1430718898773193,0.15481106513021883,1
adrenal gland,B cell,384,0.08%,TRBC2,2.791867265077395,0.29293303420567546,107
adrenal gland,B cell,384,0.00%,FLT1,1.9858661890029907,0.12134356245581479,1
adrenal gland,B cell,384,0.00%,LDB2,1.543960452079773,0.027266303488373802,2
adrenal gland,B cell,384,,EMCN,,,
adrenal gland,B cell,384,,PLVAP,,,
adrenal gland,B cell,384,0.00%,CALCRL,2.133694887161255,0.15281479615439678,1
adrenal gland,B cell,384,0.00%,PTPRB,1.5739257335662842,0.03364560864532088,1
adrenal gland,B cell,384,0.00%,EPAS1,1.884995937347412,0.09986930676231685,2
adrenal gland,B cell,384,,KDR,,,
adrenal gland,B cell,384,0.00%,ST6GALNAC3,1.676164944966634,0.05541130201356262,3
adrenal gland,B cell,384,0.03%,TGFBR2,1.6761259502834744,0.05540300044017391,36
adrenal gland,B cell,384,,HSPG2,,,
adrenal gland,B cell,384,0.00%,RAMP2,1.4609756469726562,0.00959967835066639,1
adrenal gland,B cell,384,0.00%,EFNB2,2.199002981185913,0.1667182284044635,4
adrenal gland,B cell,384,0.01%,PRCP,1.6313095092773438,0.04586203372657504,20
adrenal gland,B cell,384,,CDH5,,,
adrenal gland,B cell,384,,CHRM3,,,
adrenal gland,B cell,384,,A2M,,,
adrenal gland,B cell,384,0.00%,EGFL7,1.8457756042480469,0.09151969478518295,3
adrenal gland,B cell,384,0.00%,KIAA1217,1.4976158142089844,0.017399999128808526,1
adrenal gland,B cell,384,0.01%,BTNL9,1.5416635366586537,0.026777313441755587,13
adrenal gland,B cell,384,,ARHGAP29,,,
adrenal gland,B cell,384,0.00%,ENG,1.7063044309616089,0.06182769354727895,1
adrenal gland,B cell,384,0.00%,PTPRG,1.4358164072036743,0.00424353083456906,1
adrenal gland,B cell,384,0.00%,RASAL2,1.7022571563720703,0.06096606974867567,1
adrenal gland,B cell,384,0.02%,SEC14L1,1.6273527145385742,0.04501967217247531,24
adrenal gland,B cell,384,,COL3A1,,,
adrenal gland,B cell,384,0.00%,COL1A2,2.001070181528727,0.1245803385885294,3
adrenal gland,B cell,384,0.00%,COL1A1,1.5712018013000488,0.033065711034113994,1
adrenal gland,B cell,384,,DCN,,,
adrenal gland,B cell,384,0.00%,LUM,1.737241268157959,0.06841383308196503,1
adrenal gland,B cell,384,,GPC3,,,
adrenal gland,B cell,384,,POSTN,,,
adrenal gland,B cell,384,,FSTL1,,,
adrenal gland,B cell,384,0.00%,MEST,1.7557902336120605,0.07236272009744822,2
adrenal gland,B cell,384,0.00%,SPARC,2.2074413299560547,0.16851466745509328,2
adrenal gland,B cell,384,,ISLR,,,
adrenal gland,B cell,384,,OGN,,,
adrenal gland,B cell,384,,CXCL12,,,
adrenal gland,B cell,384,,COL5A2,,,
adrenal gland,B cell,384,,COL5A1,,,
adrenal gland,B cell,384,0.00%,PCOLCE,1.4158834218978882,0,1
adrenal gland,B cell,384,,PLAC9,,,
adrenal gland,B cell,384,0.00%,MGP,1.9393397967020671,0.11143856441756739,3
adrenal gland,B cell,384,,FBN1,,,
adrenal gland,B cell,384,,OLFML3,,,
adrenal gland,B cell,384,0.01%,SERPINH1,1.9079878670828683,0.10476405590710912,7
adrenal gland,B cell,384,0.00%,COL12A1,1.5660874843597412,0.03197692471831541,1
adrenal gland,B cell,384,,CRABP2,,,
adrenal gland,B cell,384,,SULT1E1,,,
adrenal gland,B cell,384,,PRSS35,,,
adrenal gland,B cell,384,0.00%,NRXN1,1.6710575819015503,0.05432399610742066,1
adrenal gland,B cell,384,,NKAIN3,,,
adrenal gland,B cell,384,,NRXN3,,,
adrenal gland,B cell,384,0.00%,DST,1.6717592477798462,0.054473373671515356,1
adrenal gland,B cell,384,,PTPRZ1,,,
adrenal gland,B cell,384,,OLFML2A,,,
adrenal gland,B cell,384,,SLC35F1,,,
adrenal gland,B cell,384,0.00%,GAS7,1.977642297744751,0.11959277923899513,4
adrenal gland,B cell,384,,PLP1,,,
adrenal gland,B cell,384,,LRRTM4,,,
adrenal gland,B cell,384,0.01%,QKI,1.7926029477800642,0.08019977437103737,7
adrenal gland,B cell,384,0.01%,PCDH9,1.9468455844455295,0.11303647066384688,9
adrenal gland,B cell,384,,CDH19,,,
adrenal gland,B cell,384,,SOX5,,,
adrenal gland,B cell,384,,NLGN4X,,,
adrenal gland,B cell,384,0.00%,MPZ,1.7761828899383545,0.07670411024006164,2
adrenal gland,B cell,384,,IL1RAPL1,,,
adrenal gland,B cell,384,,SORCS1,,,
adrenal gland,B cell,384,,NLGN1,,,
adrenal gland,B cell,384,,ZNF536,,,
adrenal gland,B cell,384,0.00%,TIMP3,1.6451843976974487,0.04881585704674924,2
adrenal gland,B cell,384,,PARD3B,,,
adrenal gland,B cell,384,0.00%,VCAN,1.6132889986038208,0.04202564938551111,1
adrenal gland,B cell,384,,NAALADL2,,,
adrenal gland,B cell,384,,RBFOX1,,,
adrenal gland,B cell,384,,RGS5_ENSG00000143248,,,
adrenal gland,B cell,384,,STMN2,,,
adrenal gland,B cell,384,,CACNA2D3,,,
adrenal gland,B cell,384,,CNTN1,,,
adrenal gland,B cell,384,,KCNQ5,,,
adrenal gland,B cell,384,0.00%,CNTNAP2,1.9848682403564453,0.12113110928896763,5
adrenal gland,B cell,384,,DPP6,,,
adrenal gland,B cell,384,0.00%,MAP1B,2.3888535499572754,0.20713549306315412,1
adrenal gland,B cell,384,,CADM2,,,
adrenal gland,B cell,384,0.00%,SYT1,1.7859285672505696,0.0787788663061357,6
adrenal gland,B cell,384,,DLC1,,,
adrenal gland,B cell,384,,CADM1,,,
adrenal gland,B cell,384,0.01%,ALCAM,1.5163799013410295,0.021394683372330258,7
adrenal gland,B cell,384,0.00%,RBMS3,1.4675264358520508,0.01099427500410362,2
adrenal gland,B cell,384,,LINGO2,,,
adrenal gland,B cell,384,,UNC5C,,,
adrenal gland,B cell,384,,CHGB,,,
adrenal gland,B cell,384,,BMPR1B,,,
adrenal gland,B cell,384,,TENM3,,,
adrenal gland,B cell,384,0.00%,EML5,1.8478165864944458,0.09195419924914239,2
adrenal gland,B cell,384,,SEMA6D,,,
adrenal gland,B cell,384,,PLXNA4,,,
adrenal gland,B cell,384,0.00%,SORBS2,1.8635565042495728,0.0953050684392217,1
adrenal gland,B cell,384,,CTNNA2,,,
adrenal gland,B cell,384,,FAM155A,,,
adrenal gland,B cell,384,0.00%,CHGA,2.0915122032165527,0.14383452966354338,2
adrenal gland,B cell,384,0.01%,CCSER1,1.6262774033979936,0.044790749313615597,11
adrenal gland,B cell,384,,FGF14,,,
adrenal gland,B cell,384,,AGBL4,,,
adrenal gland,B cell,384,,ROBO1,,,
adrenal gland,B cell,384,0.00%,MEG3,2.3589751720428467,0.20077468879717292,2
adrenal gland,B cell,384,,ROBO2,,,
adrenal gland,B cell,384,0.00%,LSAMP,1.6174862384796143,0.04291919927579483,1
adrenal gland,B cell,384,,SLC24A2,,,
adrenal gland,B cell,384,,DGKB,,,
adrenal gland,B cell,384,,RALYL,,,
adrenal gland,B cell,384,,MGAT4C,,,
adrenal gland,B cell,384,0.00%,CACNB2,1.5336451530456543,0.025070280722713282,1
adrenal gland,B cell,384,,MAGI2,,,
adrenal gland,T cell,9720,0.51%,AIF1,1.6941090872875355,0.05923142830525949,706
adrenal gland,T cell,9720,0.11%,CST3,2.1373785477650316,0.15359901021548256,158
adrenal gland,T cell,9720,2.63%,HLA-DRA,2.18418379541109,0.1635633737344801,3661
adrenal gland,T cell,9720,4.30%,HLA-DPA1,2.164543193922306,0.1593820884554033,5985
adrenal gland,T cell,9720,0.10%,LYZ,1.869900851779514,0.0966557158187044,135
adrenal gland,T cell,9720,2.20%,HLA-DQB1,1.8744215500101957,0.0976181267190983,3065
adrenal gland,T cell,9720,0.22%,LST1,1.8068014635713558,0.08322249468318108,307
adrenal gland,T cell,9720,4.26%,SAT1,2.242580629428885,0.17599546867631455,5927
adrenal gland,T cell,9720,4.08%,HLA-DPB1,2.1019006334756956,0.1460461213268677,5678
adrenal gland,T cell,9720,2.23%,PSAP,1.7070982905446141,0.061996698218035565,3110
adrenal gland,T cell,9720,5.69%,CD74,2.8129205517165214,0.2974150658558077,7923
adrenal gland,T cell,9720,0.65%,TYROBP,2.418226725260417,0.21338874480622852,900
adrenal gland,T cell,9720,4.21%,HLA-DRB1,2.3082283094192393,0.1899711953416087,5863
adrenal gland,T cell,9720,0.01%,CPVL,1.8345994215745192,0.08914039860549207,13
adrenal gland,T cell,9720,2.16%,HLA-DQA1,1.8813874000726745,0.09910108569767803,3010
adrenal gland,T cell,9720,1.79%,CTSS,1.6557329502755511,0.05106153713121991,2495
adrenal gland,T cell,9720,0.11%,MS4A6A,2.0784357244318183,0.14105067967422436,154
adrenal gland,T cell,9720,0.15%,CALHM6,1.6420838891006098,0.04815579014599688,205
adrenal gland,T cell,9720,0.52%,FGL2,1.648645154043991,0.049552617047431115,726
adrenal gland,T cell,9720,0.01%,CSTA,1.7682305441962347,0.07501113631537594,18
adrenal gland,T cell,9720,1.17%,GPR183,2.0401061488773715,0.13289070096325703,1634
adrenal gland,T cell,9720,0.01%,SPI1,1.8716983795166016,0.097038391281577,17
adrenal gland,T cell,9720,1.26%,JAML,1.6566517769300944,0.051257146026744776,1747
adrenal gland,T cell,9720,0.52%,HLA-DMB,1.6052392510024407,0.04031193959077007,717
adrenal gland,T cell,9720,0.07%,RNASE6,1.760297416460396,0.07332225370972656,101
adrenal gland,T cell,9720,0.03%,C1QB,1.9821346282958985,0.12054915094751875,40
adrenal gland,T cell,9720,0.93%,NPC2,1.7196872276820294,0.0646767555249341,1291
adrenal gland,T cell,9720,0.05%,C1QA,1.9542996990146921,0.11462337621428996,67
adrenal gland,T cell,9720,0.01%,CD163,2.0100272683536304,0.12648721172099273,17
adrenal gland,T cell,9720,0.01%,C1QC,2.0230592091878257,0.1292615800314,18
adrenal gland,T cell,9720,0.01%,MS4A7,2.0724286531147205,0.13977183498696316,19
adrenal gland,T cell,9720,0.93%,CTSB,1.6516685632446195,0.050196270267035034,1301
adrenal gland,T cell,9720,0.47%,GRN,1.635033584222561,0.04665485159192951,656
adrenal gland,T cell,9720,0.01%,C5AR1,1.7361187934875488,0.06817486958493553,12
adrenal gland,T cell,9720,0.01%,VSIG4,2.3981191461736504,0.20910804472271113,11
adrenal gland,T cell,9720,0.03%,CD14,2.12270114296361,0.15047433927980466,38
adrenal gland,T cell,9720,0.01%,MS4A4A,1.9095247586568196,0.105091244568687,12
adrenal gland,T cell,9720,0.33%,FCER1G,2.1890555359019115,0.16460051797924202,461
adrenal gland,T cell,9720,0.14%,PLAUR,1.6975891752392833,0.05997230380903901,191
adrenal gland,T cell,9720,0.05%,MAFB,1.7818042210170202,0.07790083473454641,70
adrenal gland,T cell,9720,5.60%,LAPTM5,2.151509524554144,0.1566073521576086,7794
adrenal gland,T cell,9720,0.76%,LIPA,1.5743486364907016,0.0337356403978288,1062
adrenal gland,T cell,9720,1.24%,FCGR3A,2.3184503265769845,0.19214735933987312,1726
adrenal gland,T cell,9720,0.03%,APOC1,1.9972669161283052,0.12377066187672975,39
adrenal gland,T cell,9720,0.01%,CSF1R,1.6965945317195013,0.059760554270229374,13
adrenal gland,T cell,9720,,MPO,,,
adrenal gland,T cell,9720,0.00%,RETN,2.0287423133850098,0.13047145539762622,2
adrenal gland,T cell,9720,,MS4A3,,,
adrenal gland,T cell,9720,0.07%,S100A9,1.9715195488683956,0.11828930797011325,97
adrenal gland,T cell,9720,,PRTN3,,,
adrenal gland,T cell,9720,0.04%,S100A8,2.0847466452079906,0.14239421083613393,57
adrenal gland,T cell,9720,0.00%,AZU1,1.48745330174764,0.01523650307817484,3
adrenal gland,T cell,9720,0.84%,PLAC8,1.8094693898745713,0.08379046919168413,1166
adrenal gland,T cell,9720,,DEFA4,,,
adrenal gland,T cell,9720,0.02%,S100P,1.6923687674782493,0.05886093183122788,22
adrenal gland,T cell,9720,0.01%,MNDA,1.824150848388672,0.08691600312176473,20
adrenal gland,T cell,9720,1.86%,NUCB2,1.650631835559427,0.04997556143533339,2583
adrenal gland,T cell,9720,,CTSG,,,
adrenal gland,T cell,9720,6.76%,SRGN,3.191298043053488,0.3779678042922935,9404
adrenal gland,T cell,9720,0.00%,DEFA3,2.774935483932495,0.28932842936248115,1
adrenal gland,T cell,9720,0.00%,TREM2,1.6495952606201172,0.04975488512168429,6
adrenal gland,T cell,9720,6.12%,CD3E,2.5079152115858667,0.23248251582894597,8519
adrenal gland,T cell,9720,5.59%,CD3D,2.3262393625561977,0.19380556626885553,7785
adrenal gland,T cell,9720,6.51%,ZFP36L2,3.427905599605278,0.42833915843301557,9057
adrenal gland,T cell,9720,6.77%,BTG1,3.4479778508946586,0.4326123375860138,9417
adrenal gland,T cell,9720,6.57%,CXCR4,3.28129766326056,0.3971278125694958,9138
adrenal gland,T cell,9720,6.94%,HLA-B,4.287800331400166,0.6114020440408162,9656
adrenal gland,T cell,9720,5.27%,GZMA,2.686420963648133,0.27048458382847845,7338
adrenal gland,T cell,9720,5.34%,CD2,2.214197354248014,0.16995295665072643,7427
adrenal gland,T cell,9720,6.15%,PTPRC,2.414698252570394,0.21263756868136072,8559
adrenal gland,T cell,9720,5.85%,CCL5,3.7896352407094596,0.5053477380438987,8140
adrenal gland,T cell,9720,5.39%,CST7,2.61924684667422,0.2561838941780926,7502
adrenal gland,T cell,9720,6.92%,HLA-C,3.659636092371562,0.4776722350534132,9635
adrenal gland,T cell,9720,5.83%,DUSP2,2.8316385085734517,0.30139992943063104,8121
adrenal gland,T cell,9720,4.84%,CD7,2.3193733303650936,0.19234385750485838,6738
adrenal gland,T cell,9720,5.37%,IL2RG,2.1059174408783785,0.1469012589697406,7474
adrenal gland,T cell,9720,5.55%,CYTIP,2.2048947116317423,0.16797251818756928,7731
adrenal gland,T cell,9720,5.11%,NKG7,3.4431885829642908,0.4315927509146872,7113
adrenal gland,T cell,9720,4.57%,GZMH,2.6257314235018874,0.25756439495583366,6358
adrenal gland,T cell,9720,6.90%,HLA-A,3.7619514004581425,0.4994541286359969,9604
adrenal gland,T cell,9720,5.52%,TNFAIP3,2.6447374837451236,0.2616105928257753,7690
adrenal gland,T cell,9720,4.42%,LCK,1.862149180881994,0.09500546353745136,6148
adrenal gland,T cell,9720,4.32%,CD8A,2.650811772651704,0.262903747457544,6015
adrenal gland,T cell,9720,6.47%,IL32,3.0780261734354193,0.35385336964842545,9012
adrenal gland,T cell,9720,4.12%,CD3G,1.8967401819192535,0.10236953757093852,5734
adrenal gland,T cell,9720,4.43%,TRBC2,2.1843898486890096,0.1636072403919327,6169
adrenal gland,T cell,9720,0.02%,FLT1,1.7796189279267283,0.0774356079524581,33
adrenal gland,T cell,9720,0.04%,LDB2,1.645796639578683,0.048946197146908635,56
adrenal gland,T cell,9720,0.01%,EMCN,1.890601566859654,0.10106268855222185,7
adrenal gland,T cell,9720,0.01%,PLVAP,1.7659276962280273,0.07452088328952454,10
adrenal gland,T cell,9720,0.01%,CALCRL,1.6005271673202515,0.039308784664717156,8
adrenal gland,T cell,9720,0.00%,PTPRB,1.6670209884643554,0.053464646218049944,5
adrenal gland,T cell,9720,0.18%,EPAS1,1.5960705374169537,0.03836001326280292,254
adrenal gland,T cell,9720,0.00%,KDR,1.7485710779825847,0.07082583492730057,3
adrenal gland,T cell,9720,0.05%,ST6GALNAC3,1.5722103924818442,0.033280429889005286,71
adrenal gland,T cell,9720,1.66%,TGFBR2,1.6244037740177029,0.04439187258111178,2316
adrenal gland,T cell,9720,0.01%,HSPG2,1.8897281885147095,0.10087675514183893,8
adrenal gland,T cell,9720,0.00%,RAMP2,1.9852121353149415,0.12120432104515187,5
adrenal gland,T cell,9720,0.05%,EFNB2,1.6220723932439631,0.04389554520973635,66
adrenal gland,T cell,9720,0.51%,PRCP,1.572228345003995,0.03328425179927797,704
adrenal gland,T cell,9720,,CDH5,,,
adrenal gland,T cell,9720,0.00%,CHRM3,1.5853281021118164,0.03607305750798777,2
adrenal gland,T cell,9720,0.02%,A2M,1.9226792376974355,0.10789170002306103,23
adrenal gland,T cell,9720,0.02%,EGFL7,1.5659681750882057,0.03195152498190644,31
adrenal gland,T cell,9720,0.00%,KIAA1217,1.5002840995788573,0.017968050078968942,5
adrenal gland,T cell,9720,0.01%,BTNL9,1.5897600650787354,0.037016577568795186,8
adrenal gland,T cell,9720,0.00%,ARHGAP29,1.633578936258952,0.04634517176262535,3
adrenal gland,T cell,9720,0.34%,ENG,1.520572566184677,0.022287259284572918,476
adrenal gland,T cell,9720,0.00%,PTPRG,1.4971072673797607,0.01729173465574907,2
adrenal gland,T cell,9720,0.00%,RASAL2,1.563809076944987,0.03149187483893716,3
adrenal gland,T cell,9720,0.79%,SEC14L1,1.6039924068727356,0.04004649909457058,1104
adrenal gland,T cell,9720,0.00%,COL3A1,2.632806142171224,0.25907053095898,3
adrenal gland,T cell,9720,0.01%,COL1A2,2.3078079223632812,0.18988169919203327,12
adrenal gland,T cell,9720,0.03%,COL1A1,1.7431498347101986,0.06967170710173133,37
adrenal gland,T cell,9720,0.01%,DCN,2.130761909484863,0.15219039489106678,10
adrenal gland,T cell,9720,0.01%,LUM,1.932846917046441,0.11005629605178491,9
adrenal gland,T cell,9720,0.00%,GPC3,1.641545295715332,0.048041129065247594,3
adrenal gland,T cell,9720,0.00%,POSTN,1.5127374331156414,0.02061923875170507,3
adrenal gland,T cell,9720,0.00%,FSTL1,2.3220947265625,0.1929232152126785,5
adrenal gland,T cell,9720,0.03%,MEST,1.5578890544612234,0.03023156196729214,41
adrenal gland,T cell,9720,0.02%,SPARC,2.0898637771606445,0.14348359643957098,32
adrenal gland,T cell,9720,0.00%,ISLR,2.0149598121643066,0.12753730037717567,4
adrenal gland,T cell,9720,0.01%,OGN,1.623497200012207,0.04419887215056294,10
adrenal gland,T cell,9720,0.01%,CXCL12,1.928036371866862,0.10903217966944324,9
adrenal gland,T cell,9720,0.00%,COL5A2,2.1486056645711265,0.15598914975650469,3
adrenal gland,T cell,9720,0.01%,COL5A1,1.791555404663086,0.07997676304336898,10
adrenal gland,T cell,9720,0.07%,PCOLCE,1.5430835924650494,0.02707962895088807,95
adrenal gland,T cell,9720,0.00%,PLAC9,1.8365294138590496,0.08955127442987286,6
adrenal gland,T cell,9720,0.02%,MGP,1.954755454227842,0.11472040188657878,29
adrenal gland,T cell,9720,0.01%,FBN1,1.8854731151035853,0.09997089307720283,7
adrenal gland,T cell,9720,0.01%,OLFML3,1.8058892763577974,0.08302829925744566,13
adrenal gland,T cell,9720,0.65%,SERPINH1,2.234460911400334,0.17426686288578308,898
adrenal gland,T cell,9720,0.00%,COL12A1,1.592896580696106,0.03768430999980019,4
adrenal gland,T cell,9720,0.00%,CRABP2,1.8752893209457397,0.0978028663687711,2
adrenal gland,T cell,9720,,SULT1E1,,,
adrenal gland,T cell,9720,0.00%,PRSS35,2.4870176315307617,0.22803363253468237,1
adrenal gland,T cell,9720,0.00%,NRXN1,1.774603271484375,0.0763678254581544,5
adrenal gland,T cell,9720,0.00%,NKAIN3,1.4840201139450073,0.014505612141476627,1
adrenal gland,T cell,9720,,NRXN3,,,
adrenal gland,T cell,9720,0.02%,DST,1.6245749791463215,0.04442832042026806,24
adrenal gland,T cell,9720,0.00%,PTPRZ1,1.5846270322799683,0.03592380683614936,1
adrenal gland,T cell,9720,0.00%,OLFML2A,1.4790024757385254,0.013437407749646914,2
